,Unnamed: 0,track_id,Artist,album_name,Song,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
60907,60907,6RcDE3raQ0X2SRdmFTfZVk,Shane O,On & Off Loyalty,On & Off Loyalty,18,214943,False,0.631,0.661,7,-8.808,0,0.25,0.279,2.67e-05,0.0647,0.314,169.895,4,j-dance
34454,34454,3KMPY8RvRII2du31Cjl8Jg,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,Sanu Ek Pal Chain,39,575936,False,0.509,0.731,6,-4.475,1,0.0397,0.451,0.00389,0.411,0.641,147.97,4,folk
42834,42834,4c6TLCloabznNl7mVaHENs,Napalm Death,Enemy of the Music Business + Leaders Not Followers,Blunt Against the Cutting Edge,12,183200,False,0.199,0.998,6,-4.425,0,0.162,2.6e-05,0.00682,0.0419,0.038,107.331,4,grindcore
17617,17617,3OPfGZ252zPTSTsUA8fKfC,Extra Terra;Urbanstep,Tech Power,Tech Power,38,290406,False,0.619,0.885,10,-4.309,1,0.0592,0.0234,0.48,0.111,0.227,100.007,4,club
6330,6330,5AxTA7EKcIiqc51nfBoKl2,Kvelertak,Meir,Snilepisk,20,172906,False,0.133,0.944,0,-4.561,1,0.129,4.09e-06,0.919,0.32,0.306,86.603,1,black-metal
28895,28895,15SAAkMN4UoJGKTTfp7dpj,Horace Andy,Serious Times,Rasta Words,27,253493,False,0.649,0.559,9,-8.074,0,0.191,0.202,1.28e-05,0.0746,0.52,167.334,4,dub
12908,12908,1cXRIBsLi3bdf68PYku6mo,Jill Vidal,缺氧,缺氧,19,211029,False,0.707,0.429,1,-7.716,1,0.0329,0.355,0.0,0.062,0.591,139.966,4,cantopop
93916,93916,5sbX4in3ESMiRbdMa34gBO,Nikolay Nikitskiy,Velikie ispolniteli Rossii XX veka: Nikolay Nikitskiy,L'jotsja pesnja,0,251216,False,0.315,0.489,1,-7.958,0,0.0782,0.967,1.13e-05,0.963,0.233,78.807,3,romance
76320,76320,0MnkYKTdRkLk1tCywpPP82,Jean-Baptiste Lully;Chœur De Chambre De Namur;Millenium Orchestra;Cappella Mediterranea;Leonardo García-Alarcón;Sophie Junker;Judith van Wanroij;Matthias Vidal;Thibaut Lenaerts;Alain Buet,"Lully: Dies Irae, De Profundis, Te Deum","Dies irae, LWV 64/1: Dies irae dies illa",25,67320,False,0.249,0.333,5,-13.157,0,0.0372,0.941,0.158,0.318,0.48,115.045,4,opera
54910,54910,3B72prJPOqGB5GZxM4l7lp,Toronto Is Broken;Matt Neux,Reminisce,Reminisce (feat. Natty Campbell) - Matt Neux Remix,41,269497,False,0.624,0.945,10,-2.002,0,0.0442,0.000945,0.0113,0.713,0.39,87.496,4,idm
71547,71547,6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,metal
34107,34107,72VBmMUTEVWFcDUVgMbqo0,Seafret,Atlantis,Atlantis - Sped Up Version,73,212443,False,0.425,0.544,9,-7.105,0,0.0292,0.0562,0.0,0.115,0.138,90.043,4,folk
42268,42268,5DzPGMtNwGPCnVmeNcLywA,Fuck On the Beach,I Have Never Seen Myself,Hate Myself,16,133040,False,0.279,0.993,8,-2.279,1,0.116,3.14e-06,0.817,0.0841,0.0569,109.718,4,grindcore
54452,54452,5kf27BqmZG25H7Jy0XEsZp,alva noto;Ryuichi Sakamoto;Ensemble Modern,Utp_,Grains,12,384000,False,0.219,0.0882,10,-28.521,1,0.0393,0.811,0.912,0.1,0.0313,113.624,5,idm
102225,102225,71eQAhfmjJxlFZcs2tuwFT,Jax,Daily Pop Mix,Victoria's Secret,0,176124,True,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,songwriter
38124,38124,2hmHlBM0kPBm17Y7nVIW9f,Arctic Monkeys,Humbug,My Propeller,63,205746,False,0.415,0.657,9,-6.758,0,0.0295,0.052,0.0552,0.233,0.69,115.752,4,garage
77971,77971,2YV72xoBABjhuNGlqxYniR,Di Propósito,Encontrin 2 - Parte 2 (Ao Vivo),Perdição / Apê 1001 / Pode Ficar - Ao Vivo,41,300553,False,0.455,0.665,4,-8.579,0,0.0593,0.843,0.000593,0.272,0.849,143.444,4,pagode
1862,1862,6yJUTxxr6IDc6A9nsQAoGy,Bacao Rhythm & Steel Band,Expansions,Represent,17,199398,False,0.717,0.513,4,-7.916,0,0.0337,0.00956,0.813,0.112,0.79,92.968,4,afrobeat
101825,101825,6X15g6tStyh5vmC9wfM4RP,Meditation Spa;Spa;Deep Sleep Relaxation;White Noise Nature Sounds Baby Sleep;Mute Button;Spa Relaxation & Spa,"White Noise Spa Collection - 50 Shades of Ambience (Loopable Audio for Insomnia, Meditation and Restless Children)",Buffered White Noise,33,93451,False,0.0,2.03e-05,1,-9.316,1,0.0,0.186,0.00105,0.497,0.0,0.0,0,sleep
16783,16783,1KHk7GFwXIMW2yUvTkjCKQ,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,Mozart - A Classical Dawn,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4c. Menuetto (Tema con variazioni): Var. II",5,81466,False,0.638,0.0559,9,-19.111,1,0.0589,0.936,8.31e-05,0.213,0.615,111.141,4,classical
13943,13943,1nBDeSiqD2z1ofv9hEttfi,Ron Trent,"Word, Sound & Power",History,5,642619,False,0.77,0.642,7,-10.841,1,0.0756,0.0206,0.914,0.102,0.369,124.073,4,chicago-house
6355,6355,463jvTBlNaxfX7Sg5El4Y0,Myrkgrav,Sjuguttmyra,De to spellemenn - 2013 edition,20,169879,False,0.41,0.923,10,-5.385,1,0.0642,0.0662,0.0,0.322,0.386,110.027,5,black-metal
6843,6843,7d5YihYn8oYaP9uQCWC2uG,Incantation,Mortal Throne of Nazarene,Emaciated Holy Figure,17,226400,False,0.154,0.726,7,-8.868,1,0.0891,8.06e-05,0.938,0.384,0.0631,86.424,4,black-metal
67919,67919,1a17Gt5Vh0HTKFCZr8Pctk,Paty Cantú;Juhn,Del gusto de hermanos,#Natural,0,226605,False,0.791,0.841,0,-3.267,0,0.0471,0.0913,0.0,0.0913,0.828,97.037,4,latin
52768,52768,0QClTV1SGxUicck7KqG6sE,Floyd Cramer,For The Moment,Tennessee Waltz,11,112973,False,0.394,0.159,7,-12.68,1,0.0286,0.964,0.727,0.121,0.246,83.072,3,honky-tonk
59427,59427,73iQZT1WYntBoZe2Jpbshv,Siavash Amini,The Waterfront,Doxa 8 for Parisa,0,235946,False,0.53,0.874,9,-9.044,0,0.128,0.000879,0.633,0.364,0.202,141.915,4,iranian
55040,55040,0Y4Oe3WGAvpN2Pih0BLXin,Pritam;Sid Sriram;Arijit Singh;Jonita Gandhi,Brahmastra (Tamil) [Original Motion Picture Soundtrack],Deva Deva (Tamil),16,276964,False,0.56,0.728,0,-7.151,1,0.0445,0.653,0.00662,0.104,0.393,112.045,4,indian
14121,14121,4nfe5Us2eOihuKjI974MS9,Belle and the Nursery Rhymes Band,Nursery Rhymes,"Rain, Rain Go Away",55,48750,False,0.82,0.385,0,-9.019,1,0.0307,0.63,0.0,0.113,0.654,92.045,4,children
36275,36275,4BlTRgkqWq9Hh1KJpxfUJr,Georgio,Ciel enflammé - Sacré,Spirituel,38,213659,True,0.578,0.713,2,-8.106,0,0.293,0.374,0.0,0.193,0.358,145.351,4,french
43507,43507,1ap4zdsBydWPSXJqDBqtNL,D.O.D;Raphaella,Like You Do,Like You Do,58,152224,False,0.69,0.847,6,-4.565,1,0.0374,0.0145,0.041,0.0777,0.49,124.015,4,groove
67185,67185,3VS1hkofsGq4NwkYdAYL1l,Anuel AA;KAROL G,Halloween 2022 Perreo Vol. 1,Secreto,2,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,latin
99458,99458,3IW6WWv5CeCgSyNwL9UmJr,Prateek Kuhad,cold/mess,fighter,40,235402,False,0.456,0.455,1,-7.53,1,0.0305,0.668,1.05e-05,0.0936,0.132,116.504,4,singer-songwriter
82387,82387,0PYPP7JIf0jja7WOjQPuVS,Screeching Weasel,The Awful Disclosures Of Screeching Weasel,Just Another Fool,25,148440,False,0.434,0.903,7,-5.975,1,0.0427,3.94e-05,0.0516,0.0857,0.439,97.003,4,power-pop
35620,35620,1GmtLCbEUyn94Qzx0gxHc0,Irmão Lázaro;João Santana,Entre Amigos,Vai Mudar (feat. João Santana),40,248200,False,0.564,0.826,7,-2.313,1,0.0363,0.424,0.0,0.96,0.646,137.97,4,forro
69572,69572,4QzJOTh94tmzsR1lV6mfML,Sajeer Koppam,"Dilse, Vol. 2",Vannu ninte,25,350824,False,0.546,0.672,4,-5.988,0,0.0744,0.146,0.0,0.216,0.551,134.576,3,malay
61479,61479,7pNQQkZ7VHvvr1Y6wcmqZa,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),風に吹かれても,22,221506,False,0.705,0.906,4,-2.734,0,0.119,0.344,0.0,0.328,0.851,125.925,4,j-idol
70828,70828,191N9EutKkjp93Dcn5zWgX,音樂磁場,音樂磁場1-國語經典名曲,親密愛人,22,271560,False,0.743,0.336,6,-14.684,1,0.0301,0.892,0.00348,0.0983,0.439,112.305,3,mandopop
53856,53856,3ZNOHVQAzLv7FhPYxlL31d,Demeter,Dope,Dope,50,185674,False,0.874,0.634,11,-6.672,1,0.126,0.202,0.61,0.0895,0.136,88.115,4,house
39196,39196,2wmQki14Gwt1gZUQdrWI1W,Johannes Brahms;Karin Lechner,Refreshing Piano,"Four Pieces For Piano, Op. 119: II. Intermezzo in E Minor",0,289240,False,0.258,0.0478,4,-26.069,1,0.0505,0.993,0.902,0.113,0.0859,65.37,3,german
62571,62571,4D9QMZ3n8OupOPdxU0MMBS,EMMA WAHLIN,Make A Move,Make A Move,55,189146,False,0.822,0.591,9,-6.615,0,0.0515,0.0133,0.147,0.114,0.384,124.015,4,j-pop
47551,47551,57ebBLITHpRgRKGrlbxMZS,Journey,Frontiers,Faithfully,68,267080,False,0.202,0.644,11,-5.212,1,0.0324,0.0979,0.0,0.109,0.252,85.04,5,hard-rock
110323,110323,3rTDI5zFvAWhcDW77ePuxp,Liquid Soul;Vini Vici,Universe Inside Me,Universe Inside Me,46,481738,False,0.687,0.834,7,-7.699,1,0.0823,0.00413,0.893,0.0608,0.055,137.985,4,trance
100924,100924,43Vyj3R8vMlFNVB2gqrsAM,The Dead Milkmen,Death Rides A Pale Cow: The Ultimate Collection,Surfin' Cow,33,212173,False,0.576,0.763,0,-9.279,1,0.0448,0.000645,0.322,0.0733,0.705,129.612,4,ska
37789,37789,6o1FVTYG4U74SQN5i5M53Q,Mc Kanhoto;MC Cassiano;Mc Xang;DJ Faveliano,Lacoste Listrada,Lacoste Listrada,43,217411,True,0.649,0.563,4,-5.606,0,0.147,0.57,0.0,0.103,0.578,112.369,5,funk
5562,5562,3LXpZ28ebxPHH1aUc9167L,Sukima Switch,スキマスイッチ,Ah Yeah!!,50,308066,False,0.481,0.933,8,-5.447,1,0.0445,0.00505,3.25e-06,0.044,0.502,140.061,4,anime
55198,55198,1F0i0Ynrv28aAvycSLsugZ,Pritam;Sanjith Hegde;Sid Sriram,"Kesariya Rangu [From ""Brahmastra (Kannada)""]","Kesariya Rangu (From ""Brahmastra (Kannada)"")",59,278377,False,0.555,0.596,0,-7.278,1,0.0298,0.665,1.05e-05,0.108,0.352,94.2,4,indian
39706,39706,30czRkzbE2SaDp5139eHew,Ufo361,VVS Bonus EP,Zieh dich aus,39,227137,True,0.809,0.509,2,-7.572,0,0.237,0.371,0.000911,0.102,0.174,126.945,4,german
85889,85889,5frWFPeKH8Pam3rKLFCytt,Marcelo Nova;Raul Seixas,A panela do Diabo,Carpinteiro do universo,35,275533,False,0.619,0.546,4,-11.055,1,0.0293,0.282,3.24e-06,0.132,0.386,100.454,4,punk-rock
90300,90300,0I4yYE831a8SW8QIx6bz4x,Tommy James & The Shondells,Anthology,Crimson & Clover,58,209640,False,0.408,0.692,11,-9.478,1,0.0685,0.235,0.0255,0.197,0.684,82.499,4,rock-n-roll
97006,97006,2XP7Is6c69WaPgX2Kr65l7,Hugo & Vitor;Clayton & Romário,Respeita Minha Dupla (Ao Vivo / Vol. 1),Problemão - Ao Vivo,62,137957,False,0.582,0.891,1,-4.709,1,0.0947,0.538,0.0,0.378,0.661,155.907,3,sertanejo
90749,90749,4fJLhUt5v9cR6x0AqTYRky,Estela Nuñez,Lo Esencial de Estela Nuñez,Volverás,30,231146,False,0.255,0.342,0,-9.902,1,0.0339,0.795,0.0,0.173,0.342,80.873,3,rock-n-roll
34983,34983,1sD9vqr4ariNYWc4ifbpOi,Eruca Sativa;Abel Pintos,EP Vivo,Amor Ausente (En Vivo) (with Abel Pintos),45,358000,False,0.438,0.614,10,-8.786,1,0.0381,0.00247,0.00193,0.95,0.346,140.042,3,folk
9774,9774,3GOkkTrUcv0ICSznFW2B8J,Kid Abelha,Meio Desligado (Acústico),Nada por mim - Acústico,45,166306,False,0.516,0.471,2,-10.508,1,0.0299,0.595,4.28e-06,0.785,0.361,128.183,4,brazil
90797,90797,40FvNcBeirJxKWUNd0rKlK,Los Brios,30 Anos De Exitos,Chau Chau Maria,30,206200,False,0.528,0.481,0,-8.846,1,0.0271,0.107,7.55e-06,0.115,0.513,159.721,4,rock-n-roll
51286,51286,0kzmBBR1Jjx5zBZKx9lsJr,Sidhu Moose Wala,Legend,Legend,62,278622,False,0.754,0.845,10,-2.554,0,0.161,0.126,0.0,0.603,0.793,86.978,4,hip-hop
44141,44141,5FQXMRDSTkn9fowDJ3kZo8,Sick Puppies,Tri-Polar (International Version),You're Going Down,66,187346,True,0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,89.981,4,grunge
82967,82967,2dEjGfMHtd0LxYIDrfnmHT,The Jayhawks,Sound Of Lies (Expanded Edition),Trouble,21,289800,False,0.489,0.402,9,-10.111,1,0.0311,0.0749,2.58e-05,0.118,0.368,140.085,4,power-pop
31221,31221,4S4k4hzFHBuTFDQ1NxcHM3,The Chainsmokers,So Far So Good (lofi remixes),Maradona - lofi remix,0,128552,False,0.692,0.369,5,-9.061,1,0.0988,0.931,0.000778,0.105,0.166,77.512,4,electro
85429,85429,6vmdV1NsKisfobiqyg2kG3,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Pushed Again,39,230773,False,0.354,0.736,0,-4.222,1,0.0475,0.0202,0.000433,0.103,0.208,114.22,4,punk-rock
34892,34892,7huPZuYrinI8IETL1ihSq4,Andrew Bird,Christmas Vibes But Not Christmas Songs,Alabaster,0,192160,False,0.377,0.362,7,-7.255,1,0.0354,0.686,2.92e-05,0.135,0.262,180.991,3,folk
42130,42130,4sDTT89ejzGwoYTgX7r5i6,Hatred Surge,Human Overdose,Jacob's Ladder,17,65975,False,0.296,0.993,6,-6.452,1,0.147,1.34e-05,0.913,0.192,0.0702,94.312,4,grindcore
60685,60685,6McrZ0O8ruEiiQgOHZjvop,Montell Jordan;Redman,Let's Ride,Anything And Everything,23,261866,False,0.898,0.657,6,-3.814,1,0.148,0.00866,0.0,0.0523,0.964,95.181,4,j-dance
53163,53163,4M0ezYulsUFJDrKk9d58y6,MEDUZA;Goodboys,Larga Vida al Electro,Piece Of Your Heart,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,house
111330,111330,3jVU4LpHVHClU0YDJ8VBqz,Bonobo,Fragments,Counterpart,48,332733,False,0.676,0.606,5,-12.167,1,0.0349,0.604,0.826,0.0804,0.0911,121.013,3,trip-hop
99451,99451,5vTSnZTmS1gMiWuA9kDE19,Sufjan Stevens,Call Me By Your Name (Original Motion Picture Soundtrack),Futile Devices (Doveman Remix),63,135443,False,0.462,0.187,4,-19.991,1,0.0304,0.954,0.847,0.0985,0.252,140.096,4,singer-songwriter
16824,16824,2ZqucnGhfTDTF9DCyWN22t,Wolfgang Amadeus Mozart;Christoph Eschenbach,Mozart: A Night of Classics,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 2",11,80533,False,0.414,0.0282,9,-27.009,1,0.0582,0.996,0.853,0.132,0.495,119.178,3,classical
67571,67571,6OYgBAP07DzGO7GuRTRQkJ,Sofía Reyes;Jason Derulo;De La Ghetto,I'm Blue - Hits of 2022,"1, 2, 3",0,201526,False,0.792,0.895,1,-3.112,0,0.0587,0.165,0.0,0.0501,0.793,94.968,4,latin
9105,9105,2HegWuw33lBqopjopozt7N,Charlie Brown Jr.,Acústico (Ao Vivo),O Preço - Ao Vivo,51,193933,False,0.417,0.959,3,-5.853,0,0.154,0.0741,0.000243,0.764,0.522,82.771,4,brazil
19287,19287,3JTW3jYsXWST0qp1y3uJ5H,Kacey Musgraves;Camila Cabello,Santa Claus Is Coming To Town,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country
101442,101442,24ScIVXgdaSX3qijPR6HFP,Rain Sounds,"Rain Sounds: Rain Sound Meditation, Relaxing Sound of Rain, Massage Yoga Music and Ambient Soothing Sounds",Thunderstorm Sounds,38,360000,False,0.164,0.547,10,-20.848,0,0.0759,8.14e-05,0.969,0.357,0.0233,114.325,4,sleep
99946,99946,2yNGARwYc253fKGIy0CoyO,The Wailin' Jennys,40 Days,Old Man,44,191360,False,0.699,0.138,10,-13.479,1,0.0318,0.864,8.79e-06,0.116,0.287,80.505,4,singer-songwriter
81260,81260,5zfRl79umXWvKoA7p4KEPa,Tanishk Bagchi;Udit Narayan;Alka Yagnik,"Tip Tip (From ""Sooryavanshi"")","Tip Tip (From ""Sooryavanshi"")",70,250287,False,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,4,pop
53579,53579,3tIwZrNqHy9PFxVTei9djX,Nathan Dawe;Ella Henderson,Beautiful Trending Hits 2022,21 Reasons,0,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
61095,61095,2epQNPp4X972vjCUgewrQA,≠ME,超特急 ≠ME行き Special Edition,クルクルかき氷,32,241706,False,0.452,0.889,7,-3.204,1,0.0531,0.0303,0.0,0.381,0.876,181.886,4,j-idol
69938,69938,2z3cjnPwtJGj6Z0kpMZtvG,Viju Jeremiah Traven,യേശുവേ കരുണാമയനേ (Yeshuve Karunamayane),Ella Prashamsayum Ella Pukazhchayum,19,367680,False,0.494,0.54,4,-8.543,1,0.0312,0.192,1.22e-05,0.093,0.16,130.561,4,malay
21423,21423,1TeIFb2AIbExCZjInMxGha,Fuse ODG;Tiffany Owusu,T.I.N.A.,Azonto,53,232255,False,0.888,0.923,6,-3.516,1,0.137,0.117,0.0,0.0522,0.945,125.985,4,dancehall
39981,39981,0vDT7KhQ3w6EfvVYiuiUtq,Lugatti & 9ine,Soweit so gut,Guten Flug,37,225387,True,0.81,0.751,9,-5.591,0,0.24,0.414,0.000202,0.5,0.76,155.03,4,german
98082,98082,1iCHl2R7xoEsh7CvYe5Ej0,Julie Andrews,The Sound Of Music (Original Soundtrack Recording),My Favorite Things,57,140893,False,0.622,0.247,1,-12.472,1,0.0758,0.87,0.0,0.14,0.627,114.417,4,show-tunes
21452,21452,1IARNA3zsu39Kul2ov9n3J,Fireboy DML,"Laughter, Tears & Goosebumps",King,56,165040,False,0.856,0.596,3,-6.067,1,0.0709,0.242,0.0,0.0995,0.588,99.986,4,dancehall
66692,66692,2T0UvW7N9WXIJfsF4vgZf4,Mark D. Pencil,"Learning With Hip Hop (Today's Music Paired With Educational Lessons For Classrooms And Homes, Ages Pre-K - 5th)",Let's Sing The Vowels,10,131440,False,0.952,0.854,1,-8.304,1,0.195,0.0813,3.27e-06,0.121,0.638,116.942,4,kids
44915,44915,68nFvNL5tmqQ3F9maDbX7s,The Nixons,Kaleidoscope,Atmosphere,27,237733,False,0.454,0.899,8,-4.662,1,0.0425,0.0013,0.219,0.107,0.292,127.988,4,grunge
112750,112750,2RuYfjedS5DW26ejCu5nZC,Jay Aliyev,Together,Together,46,229524,False,0.685,0.701,0,-10.272,0,0.0363,0.0354,0.796,0.109,0.2,100.003,4,turkish
9902,9902,1nS8PR4EyWI6rLiCfAGlT6,Legião Urbana,Mais Do Mesmo,Vento No Litoral,44,366373,False,0.55,0.214,0,-14.945,1,0.0308,0.662,0.000229,0.104,0.0752,120.407,4,brazil
80029,80029,1We89SAonMk70QBbfXERxa,Arko,Bareilly Ki Barfi,Nazm Nazm,71,226941,False,0.62,0.627,7,-6.187,1,0.0307,0.497,0.0,0.133,0.557,82.008,4,pop-film
47237,47237,7KaqcST5QdMTGPCKWW9ayv,Machine Head,Metal,Davidian,0,296626,False,0.276,0.937,7,-6.952,1,0.163,0.000531,0.123,0.227,0.306,153.814,3,hard-rock
100845,100845,0aDTaI6pxKLiy0vcmHebZR,Todos Tus Muertos,Greatest Hits,Tu Alma Mía / Adelita,36,233266,False,0.546,0.464,9,-18.492,0,0.0638,0.00383,8.78e-06,0.224,0.731,116.327,4,ska
1880,1880,7AiUG3LelStERLJbmEBXjd,Vaudou Game,Tata fatiguée,Tata fatiguée,17,223350,False,0.76,0.667,8,-6.134,0,0.0536,0.306,0.000189,0.089,0.946,109.774,4,afrobeat
86979,86979,1YwV5exHom240IG2pHNGks,Devil Presley,San Excedido,La Gata Bajo la Lluvia,36,226826,False,0.558,0.546,7,-5.117,1,0.0261,0.00152,1.58e-06,0.06,0.369,94.624,4,punk
43044,43044,1f9jv3jIHqwZhVW7NMAgYN,Pantera,Groove Metal Roots & Branches,Mouth for War,1,236720,False,0.361,0.97,8,-5.69,0,0.0837,6.58e-06,0.000162,0.039,0.561,156.96,4,groove
74937,74937,3q5Ze7QksOVd2ES9YzdfsE,Kid Abelha,Coleção,As curvas da estrada de Santos,40,262560,False,0.51,0.674,9,-6.274,1,0.0296,0.0811,1.28e-06,0.105,0.422,77.46,4,mpb
98710,98710,7aUpz4xUIt70v0Q6kXEP2T,Will Roland;George Salazar;Be More Chill,Be More Chill (Original Broadway Cast Recording),Two-Player Game,22,242732,False,0.59,0.616,2,-7.261,1,0.133,0.145,0.0,0.596,0.581,111.685,4,show-tunes
104122,104122,5qIu7xWmsp8UMxnJbSDaU5,David Bisbal,David Bisbal,Dígale,37,264506,False,0.564,0.451,2,-7.928,1,0.0303,0.597,0.0,0.131,0.315,129.981,4,spanish
20772,20772,3DGv7g1poqft9DSaVRk6O2,Jason Derulo;Kodak Black,Upbeat Pop,Slidin',0,156300,True,0.695,0.884,11,-1.953,0,0.172,0.106,0.0,0.134,0.803,100.088,4,dance
90228,90228,0q3xjsUpk7stvWNhvaxku3,Cesar Costa,Mi Pueblo,No Existe el Amor,39,135706,False,0.514,0.408,9,-8.999,0,0.0364,0.835,0.0,0.193,0.854,89.76,4,rock-n-roll
113610,113610,36JWXzz773ljAGmwwz4ISZ,Passion;Rachel Halbach,Live From Camp,Christ Our King - Live From Camp,52,365185,False,0.301,0.47,1,-7.896,1,0.0314,0.195,0.0,0.113,0.0724,74.912,4,world-music
51659,51659,12V0iduYsoXxsQYTSeFB2H,Jass Manak,Age 19,Viah,59,162441,False,0.533,0.757,7,-6.73,0,0.0453,0.00733,0.0,0.111,0.358,169.975,4,hip-hop
3221,3221,6VuztO5yaKP4VjqSkZxpan,Ashes Remain,What I've Become,On My Own,69,172960,False,0.361,0.871,8,-4.313,1,0.0393,0.0119,0.0,0.318,0.575,176.026,4,alternative
75116,75116,3hGwUpndi1F8yEISLTJ0oH,Karunesh,Colors of the East,Dervish Dream,49,354773,False,0.625,0.534,0,-13.765,0,0.042,0.751,0.891,0.0934,0.459,159.963,4,new-age
26127,26127,2zlyAYVqLjx4Bp9p0yE3UD,Laus Høybye;Krummerne,Fantastiske Børne Hits,Man Er Som Man Er,29,172306,False,0.747,0.612,8,-7.631,1,0.0347,0.339,0.0,0.225,0.796,124.906,4,disney
64117,64117,7zrxUrilLtTk4XnT5G7zF8,Ella Fitzgerald,All I Want For Christmas Is You,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
84378,84378,788U1Sqej9M6c4iikuDGxO,The Beatles,Help! (Remastered),I've Just Seen A Face - Remastered 2009,60,125040,False,0.647,0.56,9,-8.809,1,0.0387,0.723,0.0,0.118,0.913,120.418,3,psych-rock
35038,35038,6GIyHERNueurRclzAG3r0r,Pablo,É Só Dizer Que Sim,Agora,51,216386,False,0.691,0.669,0,-6.131,1,0.0325,0.339,0.0,0.663,0.752,131.892,4,forro
113689,113689,5B1fUGBm5LF3V9UlAYpLpf,Hillsong Worship,No Other Name,All Things New,36,251264,False,0.369,0.637,11,-6.279,1,0.0299,0.0443,0.0,0.179,0.121,75.37,4,world-music
60536,60536,0xLs3BAVFa05aBabrqHdnT,Beenie Man,Best Of (collector's Edition),Let Him Go,21,203853,False,0.763,0.966,1,-4.684,1,0.0926,0.689,0.0,0.0962,0.914,93.675,4,j-dance
14169,14169,7ACdv0ADFL7ICH024UhDKt,Muffin Man,The Muffin Man's Sweet Nursery Rhymes,This Is the Way,52,68663,False,0.864,0.623,2,-9.346,1,0.0418,0.048,1.79e-05,0.0546,0.86,108.011,4,children
12769,12769,1eVGIJZMTyms9dpWI70aJi,Janice Vidal,呼吸之間,呼吸之間,52,253994,False,0.334,0.367,9,-10.719,1,0.0428,0.929,2.11e-06,0.114,0.344,172.116,4,cantopop
48116,48116,3GXSywNvYLAVUCtjMHkKDh,The Alchemist;Earl Sweatshirt,Bread,E. Coli (feat. Earl Sweatshirt),72,132147,True,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,3,hardcore
58102,58102,6UIo6YbaXihIZ72MWUpcGb,Marilyn Manson,Heaven Upside Down,KILL4ME,59,239240,True,0.635,0.688,11,-6.136,0,0.0346,0.0023,1.07e-05,0.507,0.389,107.989,4,industrial
21417,21417,5JsvjL3K6evbrybb49X7SQ,Spice;Epik Jones;No Saints,Spice Cool It Remix EP,Cool It (No Saints Remix),29,144039,False,0.911,0.676,1,-7.684,1,0.251,0.128,0.00181,0.21,0.82,100.062,4,dancehall
10180,10180,6qiMP3Tp76AWK6l6DQO7zf,Stanton Warriors;Rodney P,Dip and Get Low,Dip and Get Low,18,342200,False,0.778,0.86,0,-9.231,1,0.0469,0.000622,0.79,0.11,0.75,131.983,4,breakbeat
62852,62852,0I0l2Oo5zjpCEphpDJL0Pm,Motohiro Hata,言ノ葉,Rain - Long Ver.,44,447306,False,0.588,0.604,9,-7.602,1,0.024,0.343,6.86e-05,0.252,0.351,92.02,4,j-pop
98160,98160,40LYL1Z6xgCn5cBybo5K0D,Renée Elise Goldsberry;Lin-Manuel Miranda;Phillipa Soo;Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),It's Quiet Uptown,62,270171,False,0.484,0.187,5,-14.076,1,0.0423,0.796,0.0,0.0785,0.227,129.753,4,show-tunes
6329,6329,6ZiaGtb94L6LtRbC3yHkJW,Old Man's Child,In Defiance of Existence,Life Deprived,18,289346,False,0.183,0.887,1,-5.99,1,0.058,2.99e-06,0.893,0.356,0.15,157.824,4,black-metal
77262,77262,3CK5nDmST2vWnlp5ijkjVK,Sorriso Maroto;Coral Resgate,Sorriso 15 Anos (Ao Vivo),Brigas por Nada (feat. Coral Resgate) - Ao Vivo,48,245453,False,0.54,0.829,0,-5.212,1,0.0484,0.802,0.0,0.287,0.392,147.868,4,pagode
